hcode,hydrocode,varname,propval,proptext,propname,propcode,entity_type
,10264760,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10264762,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10264776,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10264780,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10264784,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10264786,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,10264788,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,10264818,aqbio_nt_total_icthy,9,,aqbio_nt_total_icthy,,dh_feature
,10264820,aqbio_nt_total_icthy,6,,aqbio_nt_total_icthy,,dh_feature
,10264836,aqbio_nt_total_icthy,14,,aqbio_nt_total_icthy,,dh_feature
,10265276,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265292,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265348,aqbio_nt_total_icthy,7,,aqbio_nt_total_icthy,,dh_feature
,10265360,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265374,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265390,aqbio_nt_total_icthy,9,,aqbio_nt_total_icthy,,dh_feature
,10265392,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265394,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,10265408,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265410,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10265430,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,10265440,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265452,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265454,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10265462,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10265472,aqbio_nt_total_icthy,5,,aqbio_nt_total_icthy,,dh_feature
,10265494,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265496,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265504,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265506,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265508,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265514,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265516,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265518,aqbio_nt_total_icthy,10,,aqbio_nt_total_icthy,,dh_feature
,10265524,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265530,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265538,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10265566,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265572,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,10265588,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265598,aqbio_nt_total_icthy,5,,aqbio_nt_total_icthy,,dh_feature
,10265602,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265610,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265614,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,10265618,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265626,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10265670,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,10265684,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265686,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265694,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265732,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,10265756,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,10265758,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10265770,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10265776,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,10265784,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265804,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265852,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265866,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10265870,aqbio_nt_total_icthy,6,,aqbio_nt_total_icthy,,dh_feature
,10265946,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265958,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10265960,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265972,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10265976,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10266008,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10266012,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10266014,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,10266020,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10266028,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10266042,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10266094,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10266098,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10266114,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10266166,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10266180,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10266210,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10266236,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10266262,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10266274,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10266284,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10266338,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10266418,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10266428,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10266434,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10266438,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10266446,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10266470,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10266474,aqbio_nt_total_icthy,8,,aqbio_nt_total_icthy,,dh_feature
,10266480,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,10266496,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10266572,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10299569,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10299573,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10299601,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10299607,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,10299609,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,10299633,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10299635,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10299637,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10299639,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,10299641,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10299643,aqbio_nt_total_icthy,7,,aqbio_nt_total_icthy,,dh_feature
,10299647,aqbio_nt_total_icthy,5,,aqbio_nt_total_icthy,,dh_feature
,10299649,aqbio_nt_total_icthy,9,,aqbio_nt_total_icthy,,dh_feature
,10299651,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10299657,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,10299663,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,10299665,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10299685,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10299689,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10299691,aqbio_nt_total_icthy,8,,aqbio_nt_total_icthy,,dh_feature
,10299693,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10299695,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10299705,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10299709,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,10299723,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10299727,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10299743,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,10299777,aqbio_nt_total_icthy,10,,aqbio_nt_total_icthy,,dh_feature
,10299787,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10299789,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300089,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300095,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10300101,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300107,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10300119,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300129,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300161,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10300171,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300175,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300179,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10300183,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,10300191,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300195,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300201,aqbio_nt_total_icthy,12,,aqbio_nt_total_icthy,,dh_feature
,10300207,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300209,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300215,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300235,aqbio_nt_total_icthy,6,,aqbio_nt_total_icthy,,dh_feature
,10300241,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300259,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,10300273,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10300291,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300297,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300303,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300311,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,10300321,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10300323,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,10300327,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,10300333,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300337,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,10300339,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300347,aqbio_nt_total_icthy,8,,aqbio_nt_total_icthy,,dh_feature
,10300349,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300359,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,10300361,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10300389,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10300391,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300403,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300407,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300409,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,10300417,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300435,aqbio_nt_total_icthy,6,,aqbio_nt_total_icthy,,dh_feature
,10300443,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,10300451,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,10300459,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300465,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300473,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300475,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300499,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10300501,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300503,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300517,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10300539,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300543,aqbio_nt_total_icthy,11,,aqbio_nt_total_icthy,,dh_feature
,10300549,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,10300557,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300559,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300567,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300569,aqbio_nt_total_icthy,7,,aqbio_nt_total_icthy,,dh_feature
,10300581,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300585,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10300591,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10300593,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300595,aqbio_nt_total_icthy,6,,aqbio_nt_total_icthy,,dh_feature
,10300613,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10300619,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,10300637,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300643,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300649,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10300655,aqbio_nt_total_icthy,11,,aqbio_nt_total_icthy,,dh_feature
,10300657,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300663,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300665,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300669,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,10300671,aqbio_nt_total_icthy,5,,aqbio_nt_total_icthy,,dh_feature
,10300673,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300681,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300683,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300685,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,10300699,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300701,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,10300711,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10300713,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10300723,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300729,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300731,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300735,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300737,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10300741,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300753,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10300761,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10300763,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300771,aqbio_nt_total_icthy,10,,aqbio_nt_total_icthy,,dh_feature
,10300785,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,10300791,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,10300795,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300813,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300815,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300819,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300825,aqbio_nt_total_icthy,6,,aqbio_nt_total_icthy,,dh_feature
,10300837,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300859,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10300861,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300869,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300881,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300883,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300885,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300887,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10300893,aqbio_nt_total_icthy,5,,aqbio_nt_total_icthy,,dh_feature
,10300905,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10300907,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300913,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300925,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10300927,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300955,aqbio_nt_total_icthy,10,,aqbio_nt_total_icthy,,dh_feature
,10300965,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300967,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10300971,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300975,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300979,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300989,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10300995,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,10301001,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301003,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10301023,aqbio_nt_total_icthy,17,,aqbio_nt_total_icthy,,dh_feature
,10301033,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301053,aqbio_nt_total_icthy,5,,aqbio_nt_total_icthy,,dh_feature
,10301057,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301069,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,10301071,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,10301113,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301119,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301123,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10301127,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301133,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301135,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301151,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301153,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10301155,aqbio_nt_total_icthy,6,,aqbio_nt_total_icthy,,dh_feature
,10301159,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301165,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301169,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301173,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301175,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301189,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301193,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10301211,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301227,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301237,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301241,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301251,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301259,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301287,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301299,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10301307,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301309,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10301313,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301325,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301345,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301353,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301359,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301379,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301383,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301401,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10301409,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301411,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10301429,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,10301491,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301513,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,10301527,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301529,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,10301531,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301539,aqbio_nt_total_icthy,6,,aqbio_nt_total_icthy,,dh_feature
,10301545,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10301547,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301551,aqbio_nt_total_icthy,5,,aqbio_nt_total_icthy,,dh_feature
,10301559,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301571,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301581,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301589,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301597,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,10301601,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,10301611,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301619,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301635,aqbio_nt_total_icthy,12,,aqbio_nt_total_icthy,,dh_feature
,10301647,aqbio_nt_total_icthy,10,,aqbio_nt_total_icthy,,dh_feature
,10301655,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10301665,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301675,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301679,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10301685,aqbio_nt_total_icthy,7,,aqbio_nt_total_icthy,,dh_feature
,10301695,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301701,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,10301733,aqbio_nt_total_icthy,16,,aqbio_nt_total_icthy,,dh_feature
,10301735,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,10301739,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10301755,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301777,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,10301781,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10301803,aqbio_nt_total_icthy,10,,aqbio_nt_total_icthy,,dh_feature
,10301809,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,10301811,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
